Business Unit,Set Id,Set Name,Answer Id,Answer Method,Answer User Id,Answered Time,Attribute,Entity Id,Entity Type Code,Instance Seq,Locale,Localized Value,Question Code,Uom Code,Value,Secondary CSV,Secondary Answer 1,Secondary Answer 2,Secondary Answer 3,Secondary Answer 4,Value Type,Session Id,Activity Id,Answer Subsite Id,Experiment Name,Is User Deactivated,Repetition,User Deactivated Reason,User Deactivated UserId,User Deactivated DateTime,Is Relative Deactivated,Relative Deactivated Reason,Relative Deactivated UserId,Relative Deactivated DateTime,Overall Deactivated Status,Planting Year,Season,Regional Hub,Product Material Id,Product Name,Product Brand,Internal Seed Material Id,Internal Seed Line Code,Internal Seed Pre-Commercial Name,Internal Seed Origin,Internal Seed Barcode,Internal SeedConstructs,Internal Seed Transgenic Events,Entry Id,Entry Deactivation Reason,Entry Rep Number,Subsite Name,Subsite Id,Site Name,Homesite Name,Plot Rep,Plot Column,Plot Range,Plot Id,Treatment Number,Treatment Id,Block Id,Variable 1 Condensed,Variable 1 Blocking Factory Only,Variable 1 Name,Variable 1 Level,Variable 1 Uom,Variable 2 Condensed,Variable 2 Blocking Factory Only,Variable 2 Name,Variable 2 Level,Variable 2 Uom,Variable 3 Condensed,Variable 3 Blocking Factory Only,Variable 3 Name,Variable 3 Level,Variable 3 Uom,Variable 4 Condensed,Variable 4 Blocking Factory Only,Variable 4 Name,Variable 4 Level,Variable 4 Uom,Experiment Design,Analysis Model,Experiment Id
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,00370cfd-7a77-487f-90f8-82e7e39dc2dc,User Collected,JAKASK,2022-03-18T19:47:13Z,Primary Business,5050192,SET_ENTRY,C5972-I2,en-US,10,DSP,PCT,10,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,303bb2aa-9e5c-41a6-805a-78ff47e5252d,6fe33fe7-1709-40d7-aeaf-57882701ac41,2c279f57-4a8f-5796-8d9d-c602e2beb427,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050192,,,,,,,,,,,1,587432,12249,"Fungicide 7969-246,
Application Rate (ppm) 10,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,7969-246,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,febdad23-8926-438d-b452-5ba52bb3c010,User Collected,JAKASK,2022-04-07T19:31:04Z,Primary Business,5050229,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,0560372a-8884-4ff1-b93e-69535dd45843,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050229,,,,,,,,,,,5,587436,12249,"Fungicide BCS-DJ63944,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DJ63944,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,4d9ad357-6a4f-46c0-b632-5f457cc4f6d1,User Collected,JAKASK,2022-04-07T19:31:00Z,Primary Business,5050228,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,221df34d-0c31-4e62-a43d-b28d038200b8,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050228,,,,,,,,,,,5,587436,12249,"Fungicide BCS-DJ63944,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DJ63944,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,3dfd5493-7015-43a3-bccc-c2e4d44cd20e,User Collected,JAKASK,2022-04-07T19:28:45Z,Primary Business,5050206,SET_ENTRY,C5972-I2,en-US,100,DSP,PCT,100,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,5a5c9241-f458-4c32-86a2-120ba076ac71,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050206,,,,,,,,,,,3,587434,12249,"No Fungicide,
No Application Rate (ppm),
No Timing of Treatment Application Relative to Inoculum Application Date,
No Application Method,
No Application Volume,
No Microorganisms,
No Applied Concentration of Inoculum Carrier - Propagule per Milliliter,
No Application Rate - Inoculum Carrier in Count Per Experimental Units,
No Inoculation Relative to Days After Planting",FALSE,No Fungicide,,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,dd323fcc-4c23-4a97-b4d4-1e412a5c2ded,User Collected,JAKASK,2022-04-07T19:25:28Z,Primary Business,5050195,SET_ENTRY,C5972-I2,en-US,10,DSP,PCT,10,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,c4cb78dd-4446-4e70-ba9d-907f4dcd9b96,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050195,,,,,,,,,,,1,587432,12249,"Fungicide 7969-246,
Application Rate (ppm) 10,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,7969-246,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,3ef8a7dd-0eff-41b5-a728-5fa8593c3d9e,User Collected,JAKASK,2022-04-07T19:28:08Z,Primary Business,5050202,SET_ENTRY,C5972-I2,en-US,0,DSP,PCT,0,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,8202a8e8-f967-4df6-90ba-8c6077b50e6f,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050202,,,,,,,,,,,2,587433,12249,"Fungicide 100-1098,
Application Rate (ppm) 25,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,100-1098,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,5b495255-0255-47b9-aeee-7e74338c2b69,User Collected,JAKASK,2022-04-07T19:31:45Z,Primary Business,5050234,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,7eff0a02-486f-4d61-b11a-4c6674dbb410,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050234,,,,,,,,,,,6,587437,12249,"Fungicide BCS-DJ63944,
Application Rate (ppm) 200,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DJ63944,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,d4490ec6-6c38-400a-bdf1-7842c2089e34,User Collected,JAKASK,2022-04-07T19:29:40Z,Primary Business,5050215,SET_ENTRY,C5972-I2,en-US,100,DSP,PCT,100,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,2f3a27fe-417e-446a-95ff-b391ee79594c,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050215,,,,,,,,,,,4,587435,12249,"Fungicide MON 59148 Application Rate (ppm) 500 Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR Application Method Hand Application METHOD Application Volume 1 GAL_PER_AC Microorganisms PHAKPA Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU Inoculation Relative to Days After Planting 14 Days DAY,
Fungicide 4% Acetone Application Rate (ppm) 40000 Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR Application Method Hand Application METHOD Application Volume 1 GAL_PER_AC Microorganisms PHAKPA Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU Inoculation Relative to Days After Planting 14 Days DAY",FALSE,,,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,44326c2c-998f-4bbe-b02d-456b1eace295,User Collected,JAKASK,2022-04-07T19:30:15Z,Primary Business,5050220,SET_ENTRY,C5972-I2,en-US,80,DSP,PCT,80,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,9d6b9d5d-c1f8-4d92-a145-b3f2409afab0,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050220,,,,,,,,,,,4,587435,12249,"Fungicide MON 59148 Application Rate (ppm) 500 Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR Application Method Hand Application METHOD Application Volume 1 GAL_PER_AC Microorganisms PHAKPA Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU Inoculation Relative to Days After Planting 14 Days DAY,
Fungicide 4% Acetone Application Rate (ppm) 40000 Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR Application Method Hand Application METHOD Application Volume 1 GAL_PER_AC Microorganisms PHAKPA Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU Inoculation Relative to Days After Planting 14 Days DAY",FALSE,,,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,e8112321-aca6-47cf-9811-b0263784b36a,User Collected,JAKASK,2022-03-18T19:48:28Z,Primary Business,5050193,SET_ENTRY,C5972-I2,en-US,5,DSP,PCT,5,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,0e2ec500-61c4-4bd6-81b9-ba1f9f082fd5,6fe33fe7-1709-40d7-aeaf-57882701ac41,2c279f57-4a8f-5796-8d9d-c602e2beb427,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050193,,,,,,,,,,,1,587432,12249,"Fungicide 7969-246,
Application Rate (ppm) 10,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,7969-246,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,74bbda70-5069-41d1-9e2b-3da344268b79,User Collected,JAKASK,2022-04-07T19:32:37Z,Primary Business,5050244,SET_ENTRY,C5972-I2,en-US,80,DSP,PCT,80,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,efbf55c3-5ed2-4706-8b41-11c75ea24fbd,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050244,,,,,,,,,,,7,587438,12249,"Fungicide BCS-DM10648,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10648,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,583d8d39-c116-4980-b7fc-6145fa84d54c,User Collected,JAKASK,2022-04-07T19:33:50Z,Primary Business,5050258,SET_ENTRY,C5972-I2,en-US,70,DSP,PCT,70,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,59432c22-24f0-4c6f-9ddc-368c80e2b9ca,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050258,,,,,,,,,,,9,587440,12249,"Fungicide BCS-DM10605,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10605,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,db2ffad3-341d-4977-b4c9-97ab13abbe26,User Collected,JAKASK,2022-04-07T19:34:18Z,Primary Business,5050262,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,df0993ba-d1d1-45bd-a3e5-402c0f7a46da,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050262,,,,,,,,,,,10,587441,12249,"Fungicide BCS-DM10605,
Application Rate (ppm) 200,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10605,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,a3b73ba8-2738-4002-95f3-097bad51921a,User Collected,JAKASK,2022-04-07T19:34:28Z,Primary Business,5050264,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,92f4964d-2068-45e0-a1e6-19e72799718e,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050264,,,,,,,,,,,10,587441,12249,"Fungicide BCS-DM10605,
Application Rate (ppm) 200,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10605,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,6ee6997c-8597-4904-97c7-85616828a4dc,User Collected,JAKASK,2022-04-07T19:32:27Z,Primary Business,5050242,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,c1ab29ea-17b8-4bf2-8860-09b3218e48b8,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050242,,,,,,,,,,,7,587438,12249,"Fungicide BCS-DM10648,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10648,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,66bb9f6c-003e-4186-839a-fa36614c89ac,User Collected,JAKASK,2022-04-07T19:33:55Z,Primary Business,5050259,SET_ENTRY,C5972-I2,en-US,80,DSP,PCT,80,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,639014b2-1aea-41b1-bc58-eab24a0b9917,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050259,,,,,,,,,,,9,587440,12249,"Fungicide BCS-DM10605,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10605,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,8fd3d365-e929-47ed-8f11-16439dd33427,User Collected,JAKASK,2022-04-07T19:30:54Z,Primary Business,5050227,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,8126b062-6e58-41c4-b9be-d20b675d35fe,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050227,,,,,,,,,,,5,587436,12249,"Fungicide BCS-DJ63944,
Application Rate (ppm) 50,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DJ63944,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,114e0d85-42aa-43a9-b79f-7310cddaaf65,User Collected,JAKASK,2022-03-18T19:46:46Z,Primary Business,5050190,SET_ENTRY,C5972-I2,en-US,0,DSP,PCT,0,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,15b19dae-aa25-43dd-801b-90b656212c05,6fe33fe7-1709-40d7-aeaf-57882701ac41,2c279f57-4a8f-5796-8d9d-c602e2beb427,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050190,,,,,,,,,,,1,587432,12249,"Fungicide 7969-246,
Application Rate (ppm) 10,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,7969-246,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,d49bf560-1f6a-43b0-b619-83462e06f924,User Collected,JAKASK,2022-04-07T19:28:52Z,Primary Business,5050207,SET_ENTRY,C5972-I2,en-US,90,DSP,PCT,90,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,40b5186b-60a5-471c-95ff-db5ccd125b0d,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050207,,,,,,,,,,,3,587434,12249,"No Fungicide,
No Application Rate (ppm),
No Timing of Treatment Application Relative to Inoculum Application Date,
No Application Method,
No Application Volume,
No Microorganisms,
No Applied Concentration of Inoculum Carrier - Propagule per Milliliter,
No Application Rate - Inoculum Carrier in Count Per Experimental Units,
No Inoculation Relative to Days After Planting",FALSE,No Fungicide,,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
Plant Biotechnology,163439,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1 L01,ed444ae0-b56e-491e-a35b-07cb5ffe8e4d,User Collected,JAKASK,2022-04-07T19:34:46Z,Primary Business,5050267,SET_ENTRY,C5972-I2,en-US,80,DSP,PCT,80,"User Collected,14 Days,Soybeans,Leaf",ANSM: User Collected,TAIET: 14 Days,TAXA: Soybeans,TISTY: Leaf,NUMBER,20ab1bb1-b23a-4234-bd0e-e9d4985521db,6fe33fe7-1709-40d7-aeaf-57882701ac41,e3dc096c-921d-5707-8d70-402ab0b702cf,2022_JAKASK_SBAA0457_ASRAtomwiseCompounds_1,FALSE,,,,,,,,,FALSE,,,,,,,,,,,,,,5050267,,,,,,,,,,,10,587441,12249,"Fungicide BCS-DM10605,
Application Rate (ppm) 200,
Timing of Treatment Application Relative to Inoculum Application Date 2 days before inoculation HR,
Application Method Hand Application METHOD,
Application Volume 1 GAL_PER_AC,
Microorganisms PHAKPA,
Applied Concentration of Inoculum Carrier - Propagule per Milliliter 100000 PROP_PER_ML,
Application Rate - Inoculum Carrier in Count Per Experimental Units 2 ML_PER_EU,
Inoculation Relative to Days After Planting 14 Days DAY",FALSE,Fungicide,BCS-DM10605,,,,,,,,,,,,,,,,,rcb,RCB BLUE,3883
